attack,victim,session,session_id,checkpoint,decision_id,action,risk,confidence,top_channel,constraints,transfer_status,round_trip_ms,handler_ms,read_ms,score_ms,write_ms,publish_ms,workflow_ms
takeover,s003,2,sim-773c380d16a739fdf6fad104d7bde7d4,amount,6879df0118354045b8d6c2e0b311bbe8,step_up,94.69,0.8798,transaction,corroboration|checkpoint,,139.7,25.4,4.4,0.2,11.9,8.7,
takeover,s003,2,sim-773c380d16a739fdf6fad104d7bde7d4,confirmation,f205dd19958f4f40a32d8fba319e39c5,restrict,94.19,0.9135,transaction,corroboration,under_review,150.6,56.8,4.6,0.2,12.7,9.0,30.0
takeover,s003,3,sim-c21428e41ceb4c860fce7eb961b0be71,login,24db871dec4a42e2ab238b19c68e1d6a,monitor,33.73,0.4375,context,,,126.5,27.0,4.2,0.1,11.2,11.2,
takeover,s003,3,sim-c21428e41ceb4c860fce7eb961b0be71,payee,dc7b39484e3c4392b7db72c0c0feed8b,allow,16.18,0.5865,context,,,143.9,24.3,4.4,0.1,11.7,7.8,
takeover,s003,3,sim-c21428e41ceb4c860fce7eb961b0be71,amount,bb76ce2e77e64f9db0e176e62ccebf35,step_up,96.3,0.8798,transaction,corroboration|checkpoint,,133.4,32.4,4.6,0.2,18.2,9.3,
takeover,s003,3,sim-c21428e41ceb4c860fce7eb961b0be71,confirmation,5be1235d361e42068cdbc78952334750,restrict,95.27,0.9135,transaction,corroboration,under_review,150.5,54.4,4.5,0.2,13.4,9.6,26.7
takeover,s003,4,sim-a624b0d5807385a6bdbf960101e16e0d,login,fd7fd0ab13b949acae97f52d8a6e25ac,allow,19.25,0.4375,context,,,135.4,23.1,4.0,0.1,9.4,9.3,
takeover,s003,4,sim-a624b0d5807385a6bdbf960101e16e0d,payee,c06b712241424dbab2796c44bf7ee6a0,allow,19.72,0.5865,context,,,147.8,29.2,4.4,0.1,9.5,15.0,
takeover,s003,4,sim-a624b0d5807385a6bdbf960101e16e0d,amount,d065b97efd804a6a9647264b0666cb77,step_up,97.67,0.8798,transaction,corroboration|checkpoint,,129.8,33.3,4.3,0.2,19.8,8.8,
takeover,s003,4,sim-a624b0d5807385a6bdbf960101e16e0d,confirmation,1380edc679f4493ca16112e4aa1cfeee,restrict,97.47,0.9135,transaction,corroboration,under_review,206.7,79.1,4.9,0.2,20.5,9.4,43.9
bot,s003,0,sim-187cd1bb70d3638b61c06e1ee9d7c523,login,776fc1a04d804c08974dfbd0a0f73916,step_up,93.99,0.4375,automation,friction_ceiling,,121.9,29.8,4.1,0.1,11.5,13.9,
bot,s003,0,sim-187cd1bb70d3638b61c06e1ee9d7c523,payee,632f50dc0336494b97360725c84041a2,step_up,99.87,0.5865,automation,friction_ceiling,,128.1,26.8,4.1,0.1,14.5,7.9,
bot,s003,0,sim-187cd1bb70d3638b61c06e1ee9d7c523,amount,a4da89c33a504640a245a42214fc4f34,step_up,99.95,0.8798,automation,friction_ceiling,,142.0,24.8,4.4,0.1,11.3,8.8,
bot,s003,0,sim-187cd1bb70d3638b61c06e1ee9d7c523,confirmation,e12136838dce456bb611fc667e3e316c,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,176.9,60.6,5.0,0.2,10.7,9.0,35.5
bot,s003,1,sim-3d8dc23b56bb050248207db503333c9e,login,4e46bfc85d294e75888a5c6d555c38fa,step_up,93.99,0.4375,automation,friction_ceiling,,127.6,23.4,3.9,0.1,8.8,10.4,
bot,s003,1,sim-3d8dc23b56bb050248207db503333c9e,payee,1bd07260cd6b4ccfac1edebdd14075a6,step_up,99.87,0.5865,automation,friction_ceiling,,127.0,32.4,4.1,0.1,9.3,18.6,
bot,s003,1,sim-3d8dc23b56bb050248207db503333c9e,amount,670c40353a644575a0b0207f192a02b7,step_up,99.95,0.8798,automation,friction_ceiling,,128.0,34.9,4.5,0.2,20.5,9.6,
bot,s003,1,sim-3d8dc23b56bb050248207db503333c9e,confirmation,a9a903ddabec4995adc5eab84e7aef88,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,190.6,62.1,5.1,0.2,21.1,8.6,27.0
bot,s003,2,sim-a7e84e8147cfb6bc492ea170617c8ba8,login,4e9a87c806a04722b3cf9bb983271e45,step_up,93.99,0.4375,automation,friction_ceiling,,123.0,24.1,4.3,0.1,10.2,9.3,
bot,s003,2,sim-a7e84e8147cfb6bc492ea170617c8ba8,payee,8f1542af8429469e8d1a969f6ba8018e,step_up,99.87,0.5865,automation,friction_ceiling,,143.5,29.8,4.3,0.1,16.4,8.8,
bot,s003,2,sim-a7e84e8147cfb6bc492ea170617c8ba8,amount,59bb367bcdad46efbb2193e27bf0c97f,step_up,99.95,0.8798,automation,friction_ceiling,,140.1,34.6,4.8,0.2,20.8,8.7,
bot,s003,2,sim-a7e84e8147cfb6bc492ea170617c8ba8,confirmation,d7490c6c092e4554a71d58c8edc4ee7c,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,163.9,66.8,4.6,0.2,22.6,10.8,28.5
bot,s003,3,sim-c62a1fbcfd8e8241fea4de380006fd2e,login,bf4fe88ecf4843398d4af802520bdeb2,step_up,93.99,0.4375,automation,friction_ceiling,,120.7,24.5,5.3,0.1,9.9,8.9,
bot,s003,3,sim-c62a1fbcfd8e8241fea4de380006fd2e,payee,11d05c0068254cc2bbe67f67bb67c587,step_up,99.87,0.5865,automation,friction_ceiling,,113.5,22.3,4.0,0.1,9.5,8.5,
bot,s003,3,sim-c62a1fbcfd8e8241fea4de380006fd2e,amount,2d5dae232eb4432dba389937c6104f88,step_up,99.95,0.8798,automation,friction_ceiling,,159.1,28.2,4.6,0.1,15.1,8.2,
bot,s003,3,sim-c62a1fbcfd8e8241fea4de380006fd2e,confirmation,767fa9770e784f7baaf8060501144856,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,171.4,55.7,4.7,0.2,13.0,8.0,29.6
bot,s003,4,sim-107385ef359617c514af0c0c61c1fb26,login,464bda0057e54cd29584ee55fb5a59f2,step_up,93.99,0.4375,automation,friction_ceiling,,124.0,26.5,4.0,0.1,13.8,8.5,
bot,s003,4,sim-107385ef359617c514af0c0c61c1fb26,payee,8e133cc43e534630a9c0efd56e687a0b,step_up,99.87,0.5865,automation,friction_ceiling,,285.6,24.9,4.4,0.1,10.0,10.3,
bot,s003,4,sim-107385ef359617c514af0c0c61c1fb26,amount,6164d8c8e7e342febae748dc2f970e82,step_up,99.95,0.8798,automation,friction_ceiling,,116.5,25.5,4.5,0.1,12.8,7.9,
bot,s003,4,sim-107385ef359617c514af0c0c61c1fb26,confirmation,508fc92201e54a6297cf01732d82ebc1,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,175.3,57.8,4.9,0.2,9.8,8.9,33.9
replay,s003,0,sim-6807bdc7b443face31674f3200406c8e,login,1130d8821f08470387014d6a79fe37a9,allow,2.28,0.4375,automation,,,113.7,23.0,4.2,0.1,9.2,9.4,
replay,s003,0,sim-6807bdc7b443face31674f3200406c8e,payee,b6ef9dac082749a39aaeed599c759291,allow,2.46,0.5865,automation,,,139.4,23.7,4.1,0.1,10.9,8.3,
replay,s003,0,sim-6807bdc7b443face31674f3200406c8e,amount,78bd326d675b401697c73ffa0ef5c4de,allow,0.74,0.8798,automation,,,132.6,24.6,4.4,0.2,10.4,9.5,
replay,s003,0,sim-6807bdc7b443face31674f3200406c8e,confirmation,66ae9939142b4d21805c8ca2fdf180b7,allow,1.03,0.9135,automation,,processing,171.9,56.0,5.0,0.2,11.7,9.3,29.6
replay,s003,1,sim-169a93a210502cabf50fccf574d074c2,login,bef9e17b430f45d6a333edb29ce9f3ee,allow,3.21,0.4375,automation,,,149.1,23.2,4.1,0.1,10.4,8.4,
replay,s003,1,sim-169a93a210502cabf50fccf574d074c2,payee,89a4a4fdb23843d590d947f65c49542e,allow,1.42,0.5865,automation,,,123.2,28.5,4.2,0.1,10.0,14.0,
replay,s003,1,sim-169a93a210502cabf50fccf574d074c2,amount,f681d07edccc4d11bd2baf884d447442,allow,1.07,0.8798,automation,,,214.4,34.9,4.7,0.2,21.3,8.5,
replay,s003,1,sim-169a93a210502cabf50fccf574d074c2,confirmation,37f49bcdf9804faaa11286a26f4e272d,allow,0.65,0.9135,automation,,processing,171.2,55.7,4.9,0.2,10.5,9.1,30.8
replay,s003,2,sim-f85cb736d3bf3845dfad1b8b828cf67e,login,7aaa24eaa2914028b4f162778adde49a,allow,2.13,0.4375,automation,,,121.9,28.8,3.8,0.1,15.9,8.8,
replay,s003,2,sim-f85cb736d3bf3845dfad1b8b828cf67e,payee,a52e044aedd34592ac1a89c1169ba71b,allow,1.69,0.5865,automation,,,124.3,29.9,4.4,0.1,16.6,8.6,
replay,s003,2,sim-f85cb736d3bf3845dfad1b8b828cf67e,amount,033856058a4149b3b50482d5ec76d3d8,allow,0.81,0.8798,automation,,,139.5,30.8,4.8,0.2,17.4,8.3,
replay,s003,2,sim-f85cb736d3bf3845dfad1b8b828cf67e,confirmation,7c7128b553e34ffe986af9b01d250025,allow,0.51,0.9135,automation,,processing,153.8,55.2,5.0,0.2,10.1,8.3,31.4
replay,s003,3,sim-36a458f1bfc7a111f88cb71855af255b,login,b834373b9fa449fb8ef6eec8a5bdba64,allow,1.87,0.4375,automation,,,141.1,29.9,4.1,0.1,17.0,8.5,
replay,s003,3,sim-36a458f1bfc7a111f88cb71855af255b,payee,97e2a93929924fc3a79dd6b325694a05,allow,1.34,0.5865,automation,,,121.1,30.4,4.2,0.1,17.1,8.9,
replay,s003,3,sim-36a458f1bfc7a111f88cb71855af255b,amount,5c60fedbac8e4ab6a5b5b504f03a2e8c,allow,0.26,0.8798,behaviour,,,122.8,32.1,4.7,0.2,18.5,8.6,
replay,s003,3,sim-36a458f1bfc7a111f88cb71855af255b,confirmation,7b9bb18221e44af492e2926d1ea18311,allow,0.19,0.9135,behaviour,,processing,152.0,62.8,4.9,0.2,20.6,9.2,27.9
replay,s003,4,sim-e9ba7279d0adc488dbf18341ccc0d3a7,login,32e358d7f3604f6ea569ce7572217d92,allow,2.85,0.4375,automation,,,112.9,23.0,3.7,0.1,8.8,10.1,
replay,s003,4,sim-e9ba7279d0adc488dbf18341ccc0d3a7,payee,91a5814265a4482b96e35f05ee72d56d,allow,2.22,0.5865,automation,,,111.5,22.8,4.0,0.1,9.6,8.9,
replay,s003,4,sim-e9ba7279d0adc488dbf18341ccc0d3a7,amount,c565b59b642d4f239b9e324f2f368187,allow,0.9,0.8798,automation,,,123.9,33.3,4.5,0.2,20.4,8.1,
replay,s003,4,sim-e9ba7279d0adc488dbf18341ccc0d3a7,confirmation,e5c4a44c50d8401e9cff0aded8e50995,allow,0.41,0.9135,automation,,processing,152.7,51.1,4.6,0.2,9.8,9.8,26.5
poisoning,s003,0,sim-36918e161b1b3531e56c93b9bd65cd19,login,a35b6d70bfe746b29e83ca3c4c767d6c,allow,1.69,0.4375,automation,,,140.2,26.5,4.2,0.1,13.2,8.8,
poisoning,s003,0,sim-36918e161b1b3531e56c93b9bd65cd19,payee,1fd46d6d28644ce4b5cc15272f023ad7,allow,1.62,0.5865,automation,,,125.7,34.7,4.1,0.1,19.9,10.4,
poisoning,s003,0,sim-36918e161b1b3531e56c93b9bd65cd19,amount,419f6f980d934e74ab6937d15b891257,allow,0.96,0.8798,automation,,,122.3,25.0,4.9,0.2,11.1,8.6,
poisoning,s003,0,sim-36918e161b1b3531e56c93b9bd65cd19,confirmation,113740bab352437896e7a702d90450e7,allow,1.24,0.9135,automation,,processing,174.2,62.6,4.9,0.2,16.6,9.3,31.4
poisoning,s003,1,sim-686d9856cbce479136167eef29519aad,login,6b7d25d944f24d3893dcdc63d027f546,allow,1.81,0.4375,automation,,,119.0,22.7,4.1,0.1,9.3,9.0,
poisoning,s003,1,sim-686d9856cbce479136167eef29519aad,payee,27ffbddbb12944b6afa08d5225f593e7,allow,1.2,0.5865,automation,,,129.0,24.0,4.4,0.1,9.7,9.5,
poisoning,s003,1,sim-686d9856cbce479136167eef29519aad,amount,cdb65c0c9ff544cba7d40a7d299d7d27,allow,0.7,0.8798,automation,,,177.8,24.5,4.5,0.2,10.6,9.0,
poisoning,s003,1,sim-686d9856cbce479136167eef29519aad,confirmation,323ed156fa064121ae23453370dd1fc9,allow,0.76,0.9135,automation,,processing,182.8,67.4,4.8,0.2,22.1,9.5,30.6
poisoning,s003,2,sim-8f4c449b15e6a94df41be220abb9ff05,login,63d5074e8b8f4494885de56027fe7c49,allow,2.44,0.4375,automation,,,213.8,22.1,4.1,0.1,9.1,8.6,
poisoning,s003,2,sim-8f4c449b15e6a94df41be220abb9ff05,payee,4586bf2996064a46b7f6019eca340cdb,allow,2.36,0.5865,automation,,,144.7,22.6,4.2,0.1,9.4,8.7,
poisoning,s003,2,sim-8f4c449b15e6a94df41be220abb9ff05,amount,794ed4d1e8c84f32adae43aed0b244a4,allow,1.52,0.8798,automation,,,128.4,34.7,4.7,0.2,21.8,7.9,
poisoning,s003,2,sim-8f4c449b15e6a94df41be220abb9ff05,confirmation,fbc3b2c0ba464079914c26225062c88c,allow,2.19,0.9135,behaviour,,processing,186.9,57.8,4.6,0.2,17.7,8.3,26.9
poisoning,s003,3,sim-029c4beae3a812b0e110791288dd884f,login,c054f81f08904a9fa94c62b552583401,allow,3.0,0.4375,automation,,,113.4,21.9,4.0,0.1,9.0,8.7,
poisoning,s003,3,sim-029c4beae3a812b0e110791288dd884f,payee,1953308dacd342d2b9dcfdefbd0df524,allow,1.27,0.5865,automation,,,163.5,23.5,4.0,0.1,10.7,8.5,
poisoning,s003,3,sim-029c4beae3a812b0e110791288dd884f,amount,b67a810cd1124da7b5ab5bb391e96b39,allow,0.6,0.8798,automation,,,204.9,33.9,4.3,0.1,20.2,9.1,
poisoning,s003,3,sim-029c4beae3a812b0e110791288dd884f,confirmation,3e92f23b55ca41c4905ee998be2922b0,allow,0.48,0.9135,automation,,processing,186.1,63.0,6.5,0.2,15.7,10.4,30.0
poisoning,s003,4,sim-9e1927b387e30bc4ef5442abda327b9d,login,9ae2260309064dffb7f7ca5ebc746e55,allow,2.64,0.4375,automation,,,266.9,25.6,8.6,0.1,9.0,7.7,
poisoning,s003,4,sim-9e1927b387e30bc4ef5442abda327b9d,payee,c9f677c60f154f958f62d85e01ab631c,allow,2.94,0.5865,automation,,,139.2,21.9,4.5,0.1,9.5,7.5,
poisoning,s003,4,sim-9e1927b387e30bc4ef5442abda327b9d,amount,b033fac58ba8416aa320419601f66f71,allow,1.43,0.8798,automation,,,116.4,32.8,4.6,0.2,19.1,8.7,
poisoning,s003,4,sim-9e1927b387e30bc4ef5442abda327b9d,confirmation,13c01833d679400da1d729daeed644d2,allow,1.56,0.9135,automation,,processing,197.4,71.7,4.6,0.2,21.4,8.8,36.6
genuine,s004,0,sim-0f2e90292641e88c3ed573ff29a9723c,login,a8deb5a6bcb64d71adefde9d4de8d826,allow,2.12,0.4375,automation,,,169.1,73.8,6.0,0.1,11.6,55.8,
genuine,s004,0,sim-0f2e90292641e88c3ed573ff29a9723c,payee,99fb6819fef94ce38bb6554fed164d04,allow,1.38,0.5865,automation,,,123.9,23.4,4.2,0.1,9.2,9.6,
genuine,s004,0,sim-0f2e90292641e88c3ed573ff29a9723c,amount,ff0a348d10a74d8d880ac0a7f3c1ac0e,allow,0.82,0.8798,automation,,,122.5,28.1,4.9,0.2,10.0,12.8,
genuine,s004,0,sim-0f2e90292641e88c3ed573ff29a9723c,confirmation,f13c11c098954ff2853ce37ffd6ddae3,allow,0.99,0.9135,automation,,processing,169.3,74.1,4.7,0.2,21.0,12.9,35.1
genuine,s004,1,sim-afbd97a4c33e0fc0d24a63527e0a8c2a,login,80168df19c6141079686da315d2b47ea,allow,2.25,0.4375,automation,,,136.6,27.5,4.1,0.1,14.2,8.9,
genuine,s004,1,sim-afbd97a4c33e0fc0d24a63527e0a8c2a,payee,11587d42a9d446ffa8a645dd4c8ab2c9,allow,1.89,0.5865,automation,,,119.6,33.7,4.2,0.1,9.5,19.7,
genuine,s004,1,sim-afbd97a4c33e0fc0d24a63527e0a8c2a,amount,447868e710e44d4eb186fcc70d4771c2,allow,1.58,0.8798,automation,,,123.1,32.3,4.6,0.2,18.9,8.4,
genuine,s004,1,sim-afbd97a4c33e0fc0d24a63527e0a8c2a,confirmation,6a50ea486941450e88a8fb151d81770d,allow,1.37,0.9135,automation,,processing,147.1,55.8,4.9,0.2,15.6,9.9,25.0
genuine,s004,2,sim-bdcb3eb79f7325ce6b7939ee58058fb6,login,ba93833d45764d2a81a38b0759941dd8,allow,1.65,0.4375,automation,,,208.2,26.7,4.0,0.1,13.8,8.7,
genuine,s004,2,sim-bdcb3eb79f7325ce6b7939ee58058fb6,payee,d7f07d6b7a82468ea32254f905bdee6c,allow,1.48,0.5865,automation,,,140.8,23.3,5.3,0.1,8.9,8.7,
genuine,s004,2,sim-bdcb3eb79f7325ce6b7939ee58058fb6,amount,087b588f21b94fecbc99a7e224cdf912,allow,0.62,0.8798,automation,,,172.3,24.9,4.8,0.2,10.0,9.7,
genuine,s004,2,sim-bdcb3eb79f7325ce6b7939ee58058fb6,confirmation,bd56364c4ec14a2faa899f2d8513922e,allow,0.73,0.9135,automation,,processing,230.2,59.4,4.5,0.2,9.7,12.1,32.9
genuine,s004,3,sim-1deea06764e34fc8bddf9826797b98bc,login,ad3eb3911b254167895f099340b30d8a,allow,5.89,0.4375,behaviour,,,143.6,26.2,6.1,0.1,9.8,10.0,
genuine,s004,3,sim-1deea06764e34fc8bddf9826797b98bc,payee,d42175f667c143d0b82e6cd3a814a932,allow,2.33,0.5865,automation,,,157.9,32.6,4.4,0.1,17.8,10.0,
genuine,s004,3,sim-1deea06764e34fc8bddf9826797b98bc,amount,d7086b34771d4248842aec6fe782afc0,allow,1.01,0.8798,automation,,,126.5,23.4,4.6,0.2,9.5,8.9,
genuine,s004,3,sim-1deea06764e34fc8bddf9826797b98bc,confirmation,90d75809d7e24bc1b2fb78f7519b5f41,allow,0.99,0.9135,automation,,processing,159.2,62.2,5.4,0.2,19.5,9.6,27.2
genuine,s004,4,sim-4f190ddf793a8155345ddfd2450ea51a,login,34951c6e7d6749f084e372b1e373d0be,allow,3.82,0.4375,behaviour,,,220.0,32.0,4.1,0.1,17.4,10.2,
genuine,s004,4,sim-4f190ddf793a8155345ddfd2450ea51a,payee,c010044ce90a4c178d5b73f41f20a5b4,allow,3.67,0.5865,behaviour,,,147.0,29.2,4.9,0.1,14.3,9.6,
genuine,s004,4,sim-4f190ddf793a8155345ddfd2450ea51a,amount,4083dc81af124938a0291d43ff9860d8,allow,2.31,0.8798,behaviour,,,125.8,30.6,11.2,0.2,10.2,8.9,
genuine,s004,4,sim-4f190ddf793a8155345ddfd2450ea51a,confirmation,083a3c28cb3046038246ef34f49c7156,allow,1.95,0.9135,behaviour,,processing,163.5,53.3,5.8,0.2,12.4,9.5,25.2
takeover,s004,0,sim-6b78c6047ef2ce0102020086c1458313,login,ab495d02e2dc4eb9964e8f607305d0b1,allow,17.82,0.4375,context,,,137.9,24.0,4.4,0.1,9.6,9.6,
takeover,s004,0,sim-6b78c6047ef2ce0102020086c1458313,payee,eb704c6be43d4c3b84e57173f19fc12e,allow,19.73,0.5865,context,,,116.6,23.1,4.2,0.1,9.1,9.5,
takeover,s004,0,sim-6b78c6047ef2ce0102020086c1458313,amount,387b5ad20cae413cb539a864cde225ad,step_up,98.2,0.8798,transaction,corroboration|checkpoint,,140.5,24.3,4.8,0.2,10.3,8.9,
takeover,s004,0,sim-6b78c6047ef2ce0102020086c1458313,confirmation,1db1a20e8b88431b9d65336193ac3afe,restrict,98.47,0.9135,transaction,corroboration,under_review,156.1,53.5,5.3,0.2,10.3,9.2,28.4
takeover,s004,1,sim-4a4b713229770913173f640268ba56a7,login,693154a116cc48a5ad1585f56a95cc5a,allow,15.33,0.4375,context,,,157.5,30.9,4.2,0.1,17.5,8.9,
takeover,s004,1,sim-4a4b713229770913173f640268ba56a7,payee,ef9367ad15a1471ca8ad103e1273189f,allow,15.32,0.5865,context,,,119.7,30.5,4.3,0.1,16.7,9.1,
takeover,s004,1,sim-4a4b713229770913173f640268ba56a7,amount,c8d6257fc7524d709ba00c2e611b107b,step_up,94.93,0.8798,transaction,corroboration|checkpoint,,125.1,36.0,4.4,0.2,20.8,10.4,
takeover,s004,1,sim-4a4b713229770913173f640268ba56a7,confirmation,696f106d4c674bcf8ee54e89f242bf15,restrict,95.26,0.9135,transaction,corroboration,under_review,153.5,54.3,4.5,0.2,10.7,9.2,29.5
takeover,s004,2,sim-e2f8f724fab79fb7dd0186ffa6612c95,login,e3ca488b28554d779f3deee44cc08bab,monitor,24.85,0.4375,context,,,120.7,23.5,3.8,0.1,10.2,9.2,
takeover,s004,2,sim-e2f8f724fab79fb7dd0186ffa6612c95,payee,35d01492e9144596b4d92d26ef389f44,allow,17.21,0.5865,context,,,125.2,24.0,4.4,0.1,10.0,9.3,
takeover,s004,2,sim-e2f8f724fab79fb7dd0186ffa6612c95,amount,7beeaa3e49964c7696ff4246513ff8a6,step_up,96.58,0.8798,transaction,corroboration|checkpoint,,163.2,32.7,5.1,0.2,14.2,13.1,
takeover,s004,2,sim-e2f8f724fab79fb7dd0186ffa6612c95,confirmation,5524a772c60648a1ae45d9803b22f57c,restrict,96.0,0.9135,transaction,corroboration,under_review,145.6,52.8,5.1,0.2,11.9,8.8,26.5
takeover,s004,3,sim-31673bf18bc56f6d3242292241c00bbd,login,ae0ca4255ec2494692c019b86744f053,monitor,21.55,0.4375,context,,,128.4,33.0,4.2,0.1,19.8,8.8,
takeover,s004,3,sim-31673bf18bc56f6d3242292241c00bbd,payee,eba8943acada41bf8cb90f6e8f6762a9,allow,16.55,0.5865,context,,,182.4,32.4,4.3,0.1,18.4,9.4,
takeover,s004,3,sim-31673bf18bc56f6d3242292241c00bbd,amount,7c1b1b571181425d9fbbae9e7cc75d7d,step_up,97.72,0.8798,transaction,corroboration|checkpoint,,128.1,24.3,4.3,0.2,10.8,8.7,
takeover,s004,3,sim-31673bf18bc56f6d3242292241c00bbd,confirmation,9a92d3f677724d799f1590eba50b716a,restrict,98.39,0.9135,transaction,corroboration,under_review,222.2,62.4,4.6,0.2,20.2,9.1,28.2
takeover,s004,4,sim-ad417fcffc3ad410ee14c41fda9ec88e,login,96bbe8cf11ff4b8eb44a5bee7c64cbd5,monitor,36.08,0.4375,context,,,146.3,29.5,4.2,0.1,13.9,11.0,
takeover,s004,4,sim-ad417fcffc3ad410ee14c41fda9ec88e,payee,62085517b8f041df9a84d7bbafdeb59a,monitor,35.26,0.5865,context,,,141.2,33.8,4.2,0.1,20.5,8.8,
takeover,s004,4,sim-ad417fcffc3ad410ee14c41fda9ec88e,amount,118ac0500f374e97aa80d646f960ed93,step_up,98.89,0.8798,transaction,corroboration|checkpoint,,134.2,33.8,4.7,0.2,9.8,18.9,
takeover,s004,4,sim-ad417fcffc3ad410ee14c41fda9ec88e,confirmation,47593fabf4de43839ad5fd164b0380ef,restrict,99.14,0.9135,transaction,corroboration,under_review,149.6,59.2,5.2,0.2,19.7,8.4,25.5
bot,s004,0,sim-7a0f595d698f81dc0bfb12b2fc7a9808,login,38726b9ebc264c9e8ca1128169c118ef,step_up,93.99,0.4375,automation,friction_ceiling,,139.8,37.7,3.7,0.1,19.4,14.3,
bot,s004,0,sim-7a0f595d698f81dc0bfb12b2fc7a9808,payee,67baad7b027f414b846a7a6a880dc2a2,step_up,99.87,0.5865,automation,friction_ceiling,,131.6,33.2,4.2,0.1,9.1,19.7,
bot,s004,0,sim-7a0f595d698f81dc0bfb12b2fc7a9808,amount,a431283776fb486f99beb42e290c9059,step_up,99.95,0.8798,automation,friction_ceiling,,125.1,30.0,4.9,0.2,15.1,9.6,
bot,s004,0,sim-7a0f595d698f81dc0bfb12b2fc7a9808,confirmation,05c23333e0cb43f59dd8373eefcb06f9,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,167.4,66.1,4.9,0.2,20.8,10.3,29.8
bot,s004,1,sim-7c725ec1c60d31e71afc9c13f9bddf49,login,49c34f68e46949e89bb4ebe175c925d7,step_up,93.99,0.4375,automation,friction_ceiling,,118.3,24.3,3.9,0.1,9.1,11.0,
bot,s004,1,sim-7c725ec1c60d31e71afc9c13f9bddf49,payee,aaa91c58aaa547a0ad7f574dd81a5d74,step_up,99.87,0.5865,automation,friction_ceiling,,133.4,28.5,6.0,0.1,12.8,9.4,
bot,s004,1,sim-7c725ec1c60d31e71afc9c13f9bddf49,amount,b0be9973a5d1420bb63ade5fdc215e5e,step_up,99.95,0.8798,automation,friction_ceiling,,119.5,25.3,4.6,0.1,10.3,10.1,
bot,s004,1,sim-7c725ec1c60d31e71afc9c13f9bddf49,confirmation,75f8493c2c914c7f9179e5a415b0a057,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,153.4,64.1,4.9,0.2,14.3,15.6,28.9
bot,s004,2,sim-d4cc0953a5e995b0e6435b0f2f6a48bc,login,1a071ab183be4ba0992c47613288030a,step_up,93.99,0.4375,automation,friction_ceiling,,125.8,23.7,4.2,0.1,9.2,10.0,
bot,s004,2,sim-d4cc0953a5e995b0e6435b0f2f6a48bc,payee,231ac1f0e2ae42659badb777470e19ca,step_up,99.87,0.5865,automation,friction_ceiling,,126.9,26.2,4.3,0.1,11.4,10.2,
bot,s004,2,sim-d4cc0953a5e995b0e6435b0f2f6a48bc,amount,606949069b0d4a4793b8b83e2b75197d,step_up,99.95,0.8798,automation,friction_ceiling,,150.7,31.8,4.5,0.2,18.2,8.7,
bot,s004,2,sim-d4cc0953a5e995b0e6435b0f2f6a48bc,confirmation,8e0e6be53aeb418cb5c0fcca7adc1000,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,168.1,52.6,4.7,0.2,10.5,9.2,27.9
bot,s004,3,sim-38c002f8a18970f3186f183eafc360cb,login,ca051dba42a041b5800dd3e06afe68db,step_up,93.99,0.4375,automation,friction_ceiling,,124.6,29.6,4.1,0.1,9.0,16.2,
bot,s004,3,sim-38c002f8a18970f3186f183eafc360cb,payee,38f1f4820df543c0b861fcd647fb3b6d,step_up,99.87,0.5865,automation,friction_ceiling,,139.9,28.8,4.0,0.1,9.0,15.5,
bot,s004,3,sim-38c002f8a18970f3186f183eafc360cb,amount,7f338497cf424dcd815a23aa6e62cf6b,step_up,99.95,0.8798,automation,friction_ceiling,,146.6,27.4,4.4,0.1,13.3,9.3,
bot,s004,3,sim-38c002f8a18970f3186f183eafc360cb,confirmation,2ce14df08dbf4d65b29fdbb10175b9ae,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,167.9,66.1,4.7,0.2,22.3,9.1,29.7
bot,s004,4,sim-750339d6d3b04e095193398488ca05ad,login,5ba8a22b9ec74b6cb3e50113f020949f,step_up,93.99,0.4375,automation,friction_ceiling,,128.7,22.3,4.0,0.1,8.9,9.1,
bot,s004,4,sim-750339d6d3b04e095193398488ca05ad,payee,89ab7421fe1a47d6b8f22a8bcfd4dba0,step_up,99.87,0.5865,automation,friction_ceiling,,124.4,24.1,4.2,0.1,10.8,8.8,
bot,s004,4,sim-750339d6d3b04e095193398488ca05ad,amount,12efbfb851ec47a2b652aa56218be6fe,step_up,99.95,0.8798,automation,friction_ceiling,,124.6,28.3,5.1,0.1,9.9,13.0,
bot,s004,4,sim-750339d6d3b04e095193398488ca05ad,confirmation,78476c8c84ed4ab6beaa8aff8e795a86,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,148.2,53.9,4.9,0.2,12.1,9.5,27.0
replay,s004,0,sim-d09798cf4e2521a94ef032c29df8d4bf,login,8e4b7f7bf98b40038c0594b48cc13a39,allow,4.03,0.4375,behaviour,,,139.1,26.4,3.8,0.1,13.4,8.9,
